产品名称,阻抗,接头,频率响应,声压级,佩戴方式,THD + N，总谐波失真和噪声,换能原理（耳机）,重量（不含耳机线）,图片列表,频率响应（耳机）,THD，总谐波失真,接触压,频率响应（话筒）,拾音模式,121 TR 9-5下的灵敏度,蓝牙版本,支持的配置,Jack插头,线长,换能原理,衰减,充电时间,工作时间,电池规格,编解码器,NoiseGard™ 噪声补偿,颜色,重量,标称阻抗,额定载荷,声学,谐波失真,换能原理（话筒）,连接线,Noise cancellation,频带,设备,音频卡侬接头,低音提升,最大声压级,音频输入,功耗,范围,信噪比,调制,载波频率,待机时间,灵敏度,自由场中的灵敏度，无负载,工作温度,频率,电源,话筒灵敏度,最大声压级（主动）,聆听时间,技术,尺寸,RF 输出功率,信道数量,输入电压的范围,频率范围,RF 灵敏度,传输频率,连接,音频编译码器,音频频率响应,调制方案,Maximum number of connected receivers,工作电压（主电源）,个人配合,蓝牙,话筒,最小终端阻抗,电压,充电电流,电池时间,通话时长,扬声器类型
HD 660 S,150 Ω,6.35 mm / 4.4 mm Pentaconn,"10 – 41,000 Hz (-10 dB)",104 dB at 1V 1kHz,Over-ear (circumaural),"< 0,04% (1 kHz, 100 dB)","Dynamic, open",Approx. 260 g (without cable),"['https://assets.sennheiser.com/img/13641/product_detail_x1_desktop_HD_660_S_Isofront_RGB_red.jpg 656w, https://assets.sennheiser.com/img/13641/product_detail_x2_desktop_HD_660_S_Isofront_RGB_red.jpg 1312w, https://assets.sennheiser.com/img/13641/product_detail_x1_tablet_HD_660_S_Isofront_RGB_red.jpg 472w, https://assets.sennheiser.com/img/13641/product_detail_x2_tablet_HD_660_S_Isofront_RGB_red.jpg 984w, https://assets.sennheiser.com/img/13641/product_detail_x1_mobile_HD_660_S_Isofront_RGB_red.jpg 328w, https://assets.sennheiser.com/img/13641/product_detail_x2_mobile_HD_660_S_Isofront_RGB_red.jpg 656w', 'https://assets.sennheiser.com/img/13642/product_detail_x1_desktop_HD_660_S_Front_RGB_red.jpg 656w, https://assets.sennheiser.com/img/13642/product_detail_x2_desktop_HD_660_S_Front_RGB_red.jpg 1312w, https://assets.sennheiser.com/img/13642/product_detail_x1_tablet_HD_660_S_Front_RGB_red.jpg 472w, https://assets.sennheiser.com/img/13642/product_detail_x2_tablet_HD_660_S_Front_RGB_red.jpg 984w, https://assets.sennheiser.com/img/13642/product_detail_x1_mobile_HD_660_S_Front_RGB_red.jpg 328w, https://assets.sennheiser.com/img/13642/product_detail_x2_mobile_HD_660_S_Front_RGB_red.jpg 656w', 'https://assets.sennheiser.com/img/13643/product_detail_x1_desktop_HD_660_S_Side_RGB_red.jpg 656w, https://assets.sennheiser.com/img/13643/product_detail_x2_desktop_HD_660_S_Side_RGB_red.jpg 1312w, https://assets.sennheiser.com/img/13643/product_detail_x1_tablet_HD_660_S_Side_RGB_red.jpg 472w, https://assets.sennheiser.com/img/13643/product_detail_x2_tablet_HD_660_S_Side_RGB_red.jpg 984w, https://assets.sennheiser.com/img/13643/product_detail_x1_mobile_HD_660_S_Side_RGB_red.jpg 328w, https://assets.sennheiser.com/img/13643/product_detail_x2_mobile_HD_660_S_Side_RGB_red.jpg 656w', 'https://assets.sennheiser.com/img/13738/product_detail_x1_desktop_Sennheiser-HD-660-S-product-image-detail-shot.jpg 656w, https://assets.sennheiser.com/img/13738/product_detail_x2_desktop_Sennheiser-HD-660-S-product-image-detail-shot.jpg 1312w, https://assets.sennheiser.com/img/13738/product_detail_x1_tablet_Sennheiser-HD-660-S-product-image-detail-shot.jpg 472w, https://assets.sennheiser.com/img/13738/product_detail_x2_tablet_Sennheiser-HD-660-S-product-image-detail-shot.jpg 984w, https://assets.sennheiser.com/img/13738/product_detail_x1_mobile_Sennheiser-HD-660-S-product-image-detail-shot.jpg 328w, https://assets.sennheiser.com/img/13738/product_detail_x2_mobile_Sennheiser-HD-660-S-product-image-detail-shot.jpg 656w', 'https://assets.sennheiser.com/img/13739/product_detail_x1_desktop_Sennheiser-HD-660-S-product-image-plugs.jpg 656w, https://assets.sennheiser.com/img/13739/product_detail_x2_desktop_Sennheiser-HD-660-S-product-image-plugs.jpg 1312w, https://assets.sennheiser.com/img/13739/product_detail_x1_tablet_Sennheiser-HD-660-S-product-image-plugs.jpg 472w, https://assets.sennheiser.com/img/13739/product_detail_x2_tablet_Sennheiser-HD-660-S-product-image-plugs.jpg 984w, https://assets.sennheiser.com/img/13739/product_detail_x1_mobile_Sennheiser-HD-660-S-product-image-plugs.jpg 328w, https://assets.sennheiser.com/img/13739/product_detail_x2_mobile_Sennheiser-HD-660-S-product-image-plugs.jpg 656w', 'https://assets.sennheiser.com/img/13740/product_detail_x1_desktop_Sennheiser-HD-660-S-product-image-adapter.jpg 656w, https://assets.sennheiser.com/img/13740/product_detail_x2_desktop_Sennheiser-HD-660-S-product-image-adapter.jpg 1312w, https://assets.sennheiser.com/img/13740/product_detail_x1_tablet_Sennheiser-HD-660-S-product-image-adapter.jpg 472w, https://assets.sennheiser.com/img/13740/product_detail_x2_tablet_Sennheiser-HD-660-S-product-image-adapter.jpg 984w, https://assets.sennheiser.com/img/13740/product_detail_x1_mobile_Sennheiser-HD-660-S-product-image-adapter.jpg 328w, https://assets.sennheiser.com/img/13740/product_detail_x2_mobile_Sennheiser-HD-660-S-product-image-adapter.jpg 656w', 'https://assets.sennheiser.com/img/13992/product_detail_x1_desktop_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 656w, https://assets.sennheiser.com/img/13992/product_detail_x2_desktop_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 1312w, https://assets.sennheiser.com/img/13992/product_detail_x1_tablet_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 472w, https://assets.sennheiser.com/img/13992/product_detail_x2_tablet_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 984w, https://assets.sennheiser.com/img/13992/product_detail_x1_mobile_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 328w, https://assets.sennheiser.com/img/13992/product_detail_x2_mobile_HD_660_S_cable_Pentaconn_plug_RGB_red.jpg 656w']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD1 edition Pink Floyd,"主动:
480 Ω",,,,Circumaural,,,,"['https://assets.sennheiser.com/img/12772/product_detail_x1_desktop_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 656w, https://assets.sennheiser.com/img/12772/product_detail_x2_desktop_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 1312w, https://assets.sennheiser.com/img/12772/product_detail_x1_tablet_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 472w, https://assets.sennheiser.com/img/12772/product_detail_x2_tablet_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 984w, https://assets.sennheiser.com/img/12772/product_detail_x1_mobile_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 328w, https://assets.sennheiser.com/img/12772/product_detail_x2_mobile_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-01.jpg 656w', 'https://assets.sennheiser.com/img/12773/product_detail_x1_desktop_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 656w, https://assets.sennheiser.com/img/12773/product_detail_x2_desktop_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 1312w, https://assets.sennheiser.com/img/12773/product_detail_x1_tablet_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 472w, https://assets.sennheiser.com/img/12773/product_detail_x2_tablet_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 984w, https://assets.sennheiser.com/img/12773/product_detail_x1_mobile_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 328w, https://assets.sennheiser.com/img/12773/product_detail_x2_mobile_HD-1-Wireless-Pink_Floyd_edition_rainbow_stitching-sennheiser-02.jpg 656w']",16 Hz – 22000 Hz,<0.5%,Approx. 3.6 N,"窄帶:
300 - 3,400Hz",Dual omni-directional microphone (2 mic beamforming array),-44dB V/Pa (1kHz),Bluetooth 4.0 + EDR,A2DP + AVRCP + HSP + HFP,"3.5 mm, angled",1.4 m (Detachable),"Dynamic, Closed",Up to 25dB,Approx. 3 hrs,22hrs (HFP + ANC),Rechargeable Lithium-ion Polymer (600mAh),apt-X®,NoiseGard™ Hybrid technology with 4 pick-up microphones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 206,,,,108 dB (声压级),罩耳式,,,165 克,"['https://assets.sennheiser.com/img/11424/product_detail_x1_desktop_HD-206_sennheiser-01.jpg 656w, https://assets.sennheiser.com/img/11424/product_detail_x2_desktop_HD-206_sennheiser-01.jpg 1312w, https://assets.sennheiser.com/img/11424/product_detail_x1_tablet_HD-206_sennheiser-01.jpg 472w, https://assets.sennheiser.com/img/11424/product_detail_x2_tablet_HD-206_sennheiser-01.jpg 984w, https://assets.sennheiser.com/img/11424/product_detail_x1_mobile_HD-206_sennheiser-01.jpg 328w, https://assets.sennheiser.com/img/11424/product_detail_x2_mobile_HD-206_sennheiser-01.jpg 656w', 'https://assets.sennheiser.com/img/11425/product_detail_x1_desktop_HD-206_sennheiser-02.jpg 656w, https://assets.sennheiser.com/img/11425/product_detail_x2_desktop_HD-206_sennheiser-02.jpg 1312w, https://assets.sennheiser.com/img/11425/product_detail_x1_tablet_HD-206_sennheiser-02.jpg 472w, https://assets.sennheiser.com/img/11425/product_detail_x2_tablet_HD-206_sennheiser-02.jpg 984w, https://assets.sennheiser.com/img/11425/product_detail_x1_mobile_HD-206_sennheiser-02.jpg 328w, https://assets.sennheiser.com/img/11425/product_detail_x2_mobile_HD-206_sennheiser-02.jpg 656w', 'https://assets.sennheiser.com/img/11426/product_detail_x1_desktop_HD-206_sennheiser-03.jpg 656w, https://assets.sennheiser.com/img/11426/product_detail_x2_desktop_HD-206_sennheiser-03.jpg 1312w, https://assets.sennheiser.com/img/11426/product_detail_x1_tablet_HD-206_sennheiser-03.jpg 472w, https://assets.sennheiser.com/img/11426/product_detail_x2_tablet_HD-206_sennheiser-03.jpg 984w, https://assets.sennheiser.com/img/11426/product_detail_x1_mobile_HD-206_sennheiser-03.jpg 328w, https://assets.sennheiser.com/img/11426/product_detail_x2_mobile_HD-206_sennheiser-03.jpg 656w']",21 - 18000 Hz,"<0,7 %",,,,,,,"3,5/6,3 毫米 立体声",3 米,动圈式，封闭式,,,,,,,銀色,215 克,24 欧姆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 4.50 BTNC,18 Ω,,"18 - 22,000 Hz",113dB (Passive: 1kHz/1Vrms),,,,,"['https://assets.sennheiser.com/img/10838/product_detail_x1_desktop_HD_4_50_AE_BT-sennheiser-01.jpg 656w, https://assets.sennheiser.com/img/10838/product_detail_x2_desktop_HD_4_50_AE_BT-sennheiser-01.jpg 1312w, https://assets.sennheiser.com/img/10838/product_detail_x1_tablet_HD_4_50_AE_BT-sennheiser-01.jpg 472w, https://assets.sennheiser.com/img/10838/product_detail_x2_tablet_HD_4_50_AE_BT-sennheiser-01.jpg 984w, https://assets.sennheiser.com/img/10838/product_detail_x1_mobile_HD_4_50_AE_BT-sennheiser-01.jpg 328w, https://assets.sennheiser.com/img/10838/product_detail_x2_mobile_HD_4_50_AE_BT-sennheiser-01.jpg 656w', 'https://assets.sennheiser.com/img/10839/product_detail_x1_desktop_HD_4_50_AE_BT-sennheiser-02.jpg 656w, https://assets.sennheiser.com/img/10839/product_detail_x2_desktop_HD_4_50_AE_BT-sennheiser-02.jpg 1312w, https://assets.sennheiser.com/img/10839/product_detail_x1_tablet_HD_4_50_AE_BT-sennheiser-02.jpg 472w, https://assets.sennheiser.com/img/10839/product_detail_x2_tablet_HD_4_50_AE_BT-sennheiser-02.jpg 984w, https://assets.sennheiser.com/img/10839/product_detail_x1_mobile_HD_4_50_AE_BT-sennheiser-02.jpg 328w, https://assets.sennheiser.com/img/10839/product_detail_x2_mobile_HD_4_50_AE_BT-sennheiser-02.jpg 656w', 'https://assets.sennheiser.com/img/10840/product_detail_x1_desktop_HD_4_50_AE_BT-sennheiser-03.jpg 656w, https://assets.sennheiser.com/img/10840/product_detail_x2_desktop_HD_4_50_AE_BT-sennheiser-03.jpg 1312w, https://assets.sennheiser.com/img/10840/product_detail_x1_tablet_HD_4_50_AE_BT-sennheiser-03.jpg 472w, https://assets.sennheiser.com/img/10840/product_detail_x2_tablet_HD_4_50_AE_BT-sennheiser-03.jpg 984w, https://assets.sennheiser.com/img/10840/product_detail_x1_mobile_HD_4_50_AE_BT-sennheiser-03.jpg 328w, https://assets.sennheiser.com/img/10840/product_detail_x2_mobile_HD_4_50_AE_BT-sennheiser-03.jpg 656w', 'https://assets.sennheiser.com/img/10841/product_detail_x1_desktop_HD_4_50_AE_BT-sennheiser-05.jpg 656w, https://assets.sennheiser.com/img/10841/product_detail_x2_desktop_HD_4_50_AE_BT-sennheiser-05.jpg 1312w, https://assets.sennheiser.com/img/10841/product_detail_x1_tablet_HD_4_50_AE_BT-sennheiser-05.jpg 472w, https://assets.sennheiser.com/img/10841/product_detail_x2_tablet_HD_4_50_AE_BT-sennheiser-05.jpg 984w, https://assets.sennheiser.com/img/10841/product_detail_x1_mobile_HD_4_50_AE_BT-sennheiser-05.jpg 328w, https://assets.sennheiser.com/img/10841/product_detail_x2_mobile_HD_4_50_AE_BT-sennheiser-05.jpg 656w', 'https://assets.sennheiser.com/img/10842/product_detail_x1_desktop_HD_4_50_AE_BT-sennheiser-06.jpg 656w, https://assets.sennheiser.com/img/10842/product_detail_x2_desktop_HD_4_50_AE_BT-sennheiser-06.jpg 1312w, https://assets.sennheiser.com/img/10842/product_detail_x1_tablet_HD_4_50_AE_BT-sennheiser-06.jpg 472w, https://assets.sennheiser.com/img/10842/product_detail_x2_tablet_HD_4_50_AE_BT-sennheiser-06.jpg 984w, https://assets.sennheiser.com/img/10842/product_detail_x1_mobile_HD_4_50_AE_BT-sennheiser-06.jpg 328w, https://assets.sennheiser.com/img/10842/product_detail_x2_mobile_HD_4_50_AE_BT-sennheiser-06.jpg 656w']",,<0.5% (1kHz/100dB),,"100 - 10,000 Hz",Dual omnidirectional microphones,,,,,,,,,,Li-ion Polymer Battery,AptX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 4.40BT,18 Ω,,"18 - 22,000 Hz",113dB (Passive: 1kHz/1Vrms),,,,,"['https://assets.sennheiser.com/img/10846/product_detail_x1_desktop_HD_4_40_AE_BT-sennheiser-01.jpg 656w, https://assets.sennheiser.com/img/10846/product_detail_x2_desktop_HD_4_40_AE_BT-sennheiser-01.jpg 1312w, https://assets.sennheiser.com/img/10846/product_detail_x1_tablet_HD_4_40_AE_BT-sennheiser-01.jpg 472w, https://assets.sennheiser.com/img/10846/product_detail_x2_tablet_HD_4_40_AE_BT-sennheiser-01.jpg 984w, https://assets.sennheiser.com/img/10846/product_detail_x1_mobile_HD_4_40_AE_BT-sennheiser-01.jpg 328w, https://assets.sennheiser.com/img/10846/product_detail_x2_mobile_HD_4_40_AE_BT-sennheiser-01.jpg 656w', 'https://assets.sennheiser.com/img/10847/product_detail_x1_desktop_HD_4_40_AE_BT-sennheiser-02.jpg 656w, https://assets.sennheiser.com/img/10847/product_detail_x2_desktop_HD_4_40_AE_BT-sennheiser-02.jpg 1312w, https://assets.sennheiser.com/img/10847/product_detail_x1_tablet_HD_4_40_AE_BT-sennheiser-02.jpg 472w, https://assets.sennheiser.com/img/10847/product_detail_x2_tablet_HD_4_40_AE_BT-sennheiser-02.jpg 984w, https://assets.sennheiser.com/img/10847/product_detail_x1_mobile_HD_4_40_AE_BT-sennheiser-02.jpg 328w, https://assets.sennheiser.com/img/10847/product_detail_x2_mobile_HD_4_40_AE_BT-sennheiser-02.jpg 656w', 'https://assets.sennheiser.com/img/10848/product_detail_x1_desktop_HD_4_40_AE_BT-sennheiser-03.jpg 656w, https://assets.sennheiser.com/img/10848/product_detail_x2_desktop_HD_4_40_AE_BT-sennheiser-03.jpg 1312w, https://assets.sennheiser.com/img/10848/product_detail_x1_tablet_HD_4_40_AE_BT-sennheiser-03.jpg 472w, https://assets.sennheiser.com/img/10848/product_detail_x2_tablet_HD_4_40_AE_BT-sennheiser-03.jpg 984w, https://assets.sennheiser.com/img/10848/product_detail_x1_mobile_HD_4_40_AE_BT-sennheiser-03.jpg 328w, https://assets.sennheiser.com/img/10848/product_detail_x2_mobile_HD_4_40_AE_BT-sennheiser-03.jpg 656w']",,<0.5% (1kHz/100dB),,"100 - 10,000 Hz",Dual omnidirectional microphones,,,,,,,,,,Li-ion Polymer Battery,AptX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 598 CS,23欧姆,3.5mm直插插头&6.3mm直插插头,"10 – 28,000 Hz",115dB SPL (1kHz/1Vrms),罩耳式,,,,"['https://assets.sennheiser.com/img/10342/product_detail_x1_desktop_HD_598_Cs-sennheiser-01.jpg 656w, https://assets.sennheiser.com/img/10342/product_detail_x2_desktop_HD_598_Cs-sennheiser-01.jpg 1312w, https://assets.sennheiser.com/img/10342/product_detail_x1_tablet_HD_598_Cs-sennheiser-01.jpg 472w, https://assets.sennheiser.com/img/10342/product_detail_x2_tablet_HD_598_Cs-sennheiser-01.jpg 984w, https://assets.sennheiser.com/img/10342/product_detail_x1_mobile_HD_598_Cs-sennheiser-01.jpg 328w, https://assets.sennheiser.com/img/10342/product_detail_x2_mobile_HD_598_Cs-sennheiser-01.jpg 656w', 'https://assets.sennheiser.com/img/10343/product_detail_x1_desktop_HD_598_Cs-sennheiser-02.jpg 656w, https://assets.sennheiser.com/img/10343/product_detail_x2_desktop_HD_598_Cs-sennheiser-02.jpg 1312w, https://assets.sennheiser.com/img/10343/product_detail_x1_tablet_HD_598_Cs-sennheiser-02.jpg 472w, https://assets.sennheiser.com/img/10343/product_detail_x2_tablet_HD_598_Cs-sennheiser-02.jpg 984w, https://assets.sennheiser.com/img/10343/product_detail_x1_mobile_HD_598_Cs-sennheiser-02.jpg 328w, https://assets.sennheiser.com/img/10343/product_detail_x2_mobile_HD_598_Cs-sennheiser-02.jpg 656w', 'https://assets.sennheiser.com/img/10344/product_detail_x1_desktop_HD_598_Cs-sennheiser-03.jpg 656w, https://assets.sennheiser.com/img/10344/product_detail_x2_desktop_HD_598_Cs-sennheiser-03.jpg 1312w, https://assets.sennheiser.com/img/10344/product_detail_x1_tablet_HD_598_Cs-sennheiser-03.jpg 472w, https://assets.sennheiser.com/img/10344/product_detail_x2_tablet_HD_598_Cs-sennheiser-03.jpg 984w, https://assets.sennheiser.com/img/10344/product_detail_x1_mobile_HD_598_Cs-sennheiser-03.jpg 328w, https://assets.sennheiser.com/img/10344/product_detail_x2_mobile_HD_598_Cs-sennheiser-03.jpg 656w', 'https://assets.sennheiser.com/img/10345/product_detail_x1_desktop_HD_598_Cs-sennheiser-04.jpg 656w, https://assets.sennheiser.com/img/10345/product_detail_x2_desktop_HD_598_Cs-sennheiser-04.jpg 1312w, https://assets.sennheiser.com/img/10345/product_detail_x1_tablet_HD_598_Cs-sennheiser-04.jpg 472w, https://assets.sennheiser.com/img/10345/product_detail_x2_tablet_HD_598_Cs-sennheiser-04.jpg 984w, https://assets.sennheiser.com/img/10345/product_detail_x1_mobile_HD_598_Cs-sennheiser-04.jpg 328w, https://assets.sennheiser.com/img/10345/product_detail_x2_mobile_HD_598_Cs-sennheiser-04.jpg 656w', 'https://assets.sennheiser.com/img/10346/product_detail_x1_desktop_HD_598_Cs-sennheiser-05.jpg 656w, https://assets.sennheiser.com/img/10346/product_detail_x2_desktop_HD_598_Cs-sennheiser-05.jpg 1312w, https://assets.sennheiser.com/img/10346/product_detail_x1_tablet_HD_598_Cs-sennheiser-05.jpg 472w, https://assets.sennheiser.com/img/10346/product_detail_x2_tablet_HD_598_Cs-sennheiser-05.jpg 984w, https://assets.sennheiser.com/img/10346/product_detail_x1_mobile_HD_598_Cs-sennheiser-05.jpg 328w, https://assets.sennheiser.com/img/10346/product_detail_x2_mobile_HD_598_Cs-sennheiser-05.jpg 656w', 'https://assets.sennheiser.com/img/10347/product_detail_x1_desktop_HD_598_Cs-sennheiser-06.jpg 656w, https://assets.sennheiser.com/img/10347/product_detail_x2_desktop_HD_598_Cs-sennheiser-06.jpg 1312w, https://assets.sennheiser.com/img/10347/product_detail_x1_tablet_HD_598_Cs-sennheiser-06.jpg 472w, https://assets.sennheiser.com/img/10347/product_detail_x2_tablet_HD_598_Cs-sennheiser-06.jpg 984w, https://assets.sennheiser.com/img/10347/product_detail_x1_mobile_HD_598_Cs-sennheiser-06.jpg 328w, https://assets.sennheiser.com/img/10347/product_detail_x2_mobile_HD_598_Cs-sennheiser-06.jpg 656w']",,"<0.2% (1kHz, 100dBSPL)",,,,,,,,1.2 米 & 3米,动圈式,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 200 PRO,32 ohms,,"20-20,000 Hz",108 dB,Around-Ear (Circumaural),,,184 g,"['https://assets.sennheiser.com/img/14747/product_detail_x1_desktop_HD_200PRO_Product_Images_Namm.jpg 656w, https://assets.sennheiser.com/img/14747/product_detail_x2_desktop_HD_200PRO_Product_Images_Namm.jpg 1312w, https://assets.sennheiser.com/img/14747/product_detail_x1_tablet_HD_200PRO_Product_Images_Namm.jpg 472w, https://assets.sennheiser.com/img/14747/product_detail_x2_tablet_HD_200PRO_Product_Images_Namm.jpg 984w, https://assets.sennheiser.com/img/14747/product_detail_x1_mobile_HD_200PRO_Product_Images_Namm.jpg 328w, https://assets.sennheiser.com/img/14747/product_detail_x2_mobile_HD_200PRO_Product_Images_Namm.jpg 656w', 'https://assets.sennheiser.com/img/14748/product_detail_x1_desktop_HD_200PRO_Product_Images_Namm-2.jpg 656w, https://assets.sennheiser.com/img/14748/product_detail_x2_desktop_HD_200PRO_Product_Images_Namm-2.jpg 1312w, https://assets.sennheiser.com/img/14748/product_detail_x1_tablet_HD_200PRO_Product_Images_Namm-2.jpg 472w, https://assets.sennheiser.com/img/14748/product_detail_x2_tablet_HD_200PRO_Product_Images_Namm-2.jpg 984w, https://assets.sennheiser.com/img/14748/product_detail_x1_mobile_HD_200PRO_Product_Images_Namm-2.jpg 328w, https://assets.sennheiser.com/img/14748/product_detail_x2_mobile_HD_200PRO_Product_Images_Namm-2.jpg 656w', 'https://assets.sennheiser.com/img/14749/product_detail_x1_desktop_HD_200PRO_Product_Images_Namm-3.jpg 656w, https://assets.sennheiser.com/img/14749/product_detail_x2_desktop_HD_200PRO_Product_Images_Namm-3.jpg 1312w, https://assets.sennheiser.com/img/14749/product_detail_x1_tablet_HD_200PRO_Product_Images_Namm-3.jpg 472w, https://assets.sennheiser.com/img/14749/product_detail_x2_tablet_HD_200PRO_Product_Images_Namm-3.jpg 984w, https://assets.sennheiser.com/img/14749/product_detail_x1_mobile_HD_200PRO_Product_Images_Namm-3.jpg 328w, https://assets.sennheiser.com/img/14749/product_detail_x2_mobile_HD_200PRO_Product_Images_Namm-3.jpg 656w', 'https://assets.sennheiser.com/img/14751/product_detail_x1_desktop_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 656w, https://assets.sennheiser.com/img/14751/product_detail_x2_desktop_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 1312w, https://assets.sennheiser.com/img/14751/product_detail_x1_tablet_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 472w, https://assets.sennheiser.com/img/14751/product_detail_x2_tablet_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 984w, https://assets.sennheiser.com/img/14751/product_detail_x1_mobile_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 328w, https://assets.sennheiser.com/img/14751/product_detail_x2_mobile_HD_200PRO_Product_Images_Namm_4_Awardless.jpg 656w']",,,,,,,,,3.5mm (straight),2.0 m,,,,,,,,黑色,,,500 mW,"Acoustic principle: ""Dynamic, closed""",<0.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
